target,stance,stance_type,explanation,comment_id,comment_date
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The state allows illegals to vote, collect welfare, earn law licenses, qualify for drivers licenses, and receive in-state tuition.",2677036698,2016-05-15 16:25:25
Taxes are (good | fair),AGAINST,EXPLICIT,I agree with the following: The state has high income tax and sales tax.,2677036698,2016-05-15 16:25:25
Crime,AGAINST,EXPLICIT,I agree with the following: The state allows criminals to have guns while harassing legal gun owners.,2677036698,2016-05-15 16:25:25
Democrats,AGAINST,EXPLICIT,I agree with the following: The state's lawmakers are lame and the state is screwed up.,2677036698,2016-05-15 16:25:25
Economy is good,AGAINST,EXPLICIT,"I agree with the following: The state has a high income tax, sales tax, and job-killing regulations.",2677036698,2016-05-15 16:25:25
Politicians,AGAINST,EXPLICIT,I agree with the following: The state's lawmakers are lame and the state is screwed up.,2677036698,2016-05-15 16:25:25
The government,AGAINST,EXPLICIT,I agree with the following: The state is harassing legal gun owners and has poor management.,2677036698,2016-05-15 16:25:25
Fascism / Nazism,FAVOR,EXPLICIT,I agree with the following: Tracking down Nazis is a good action.,2830347107,2016-08-10 14:02:44
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The comment suggests support for Trump supporters potentially voting multiple times, indicating support for Donald Trump.",2813577003,2016-07-31 17:10:25
Jobs are (available | good),FAVOR,EXPLICIT,I agree with the following: Deportation will be the greatest jobs bill America has ever had.,2703107657,2016-05-30 16:35:19
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Deportation will be the greatest jobs bill America has ever had.,2703107657,2016-05-30 16:35:19
America / USA,FAVOR,EXPLICIT,I agree with the following: Deportation will be the greatest jobs bill America has ever had.,2703107657,2016-05-30 16:35:19
Economy is good,FAVOR,EXPLICIT,I agree with the following: Deportation will be the greatest jobs bill America has ever had.,2703107657,2016-05-30 16:35:19
Donald Trump,FAVOR,IMPLICIT,I agree with the following: Deportation will be the greatest jobs bill America has ever had.,2703107657,2016-05-30 16:35:19
Progressives,AGAINST,EXPLICIT,I agree with the following: Zuckerberg and other Progressives want to destroy America.,2703107657,2016-05-30 16:35:19
Republicans (GOP),FAVOR,EXPLICIT,"I agree with the following: The commenter supports Trump, who is a Republican.",2643842308,2016-04-26 16:49:15
America / USA,FAVOR,EXPLICIT,"I agree with the following: The commenter supports Trump, who represents America.",2643842308,2016-04-26 16:49:15
Democrats,AGAINST,EXPLICIT,"I agree with the following: The commenter supports Trump, who is against Democrats.",2643842308,2016-04-26 16:49:15
Conservatives,FAVOR,EXPLICIT,"I agree with the following: The commenter supports Trump, who is a conservative.",2643842308,2016-04-26 16:49:15
Donald Trump,FAVOR,EXPLICIT,I agree with the following: The commenter supports Trump.,2643842308,2016-04-26 16:49:15
Liberals,AGAINST,EXPLICIT,"I agree with the following: The commenter supports Trump, who is against liberals.",2643842308,2016-04-26 16:49:15
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The Cardinal's boss is confused about Islam and is calling for more Muslims to come into Europe, which is against the commenter's stance.",2799369545,2016-07-23 17:55:04
The government,AGAINST,EXPLICIT,"I agree with the following: The government's policy on immigration, specifically regarding Muslims, is misguided.",2799369545,2016-07-23 17:55:04
Muslims,AGAINST,EXPLICIT,"I agree with the following: The Cardinal's boss is confused about Islam and is calling for more Muslims to come into Europe, which is against the commenter's stance.",2799369545,2016-07-23 17:55:04
Islam,AGAINST,EXPLICIT,"I agree with the following: The Cardinal's boss is confused about Islam and is calling for more Muslims to come into Europe, which is against the commenter's stance.",2799369545,2016-07-23 17:55:04
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The comment expresses strong support for Donald Trump, encouraging him to take decisive action.",2849141513,2016-08-21 02:44:57
Immigration / immigrants,AGAINST,IMPLICIT,"I agree with the following: The left is inflicting multiculturalism on the West, which is causing problems.",2660063145,2016-05-05 15:34:45
Diversity,AGAINST,IMPLICIT,I agree with the following: Multiculturalism is causing problems in the West.,2660063145,2016-05-05 15:34:45
America / USA,AGAINST,IMPLICIT,"I agree with the following: Multiculturalism is negatively affecting the West, including America.",2660063145,2016-05-05 15:34:45
Democrats,AGAINST,IMPLICIT,"I agree with the following: The left is inflicting multiculturalism on the West, which is causing problems.",2660063145,2016-05-05 15:34:45
Liberals,AGAINST,IMPLICIT,"I agree with the following: The left is inflicting multiculturalism on the West, which is causing problems.",2660063145,2016-05-05 15:34:45
Progressives,AGAINST,IMPLICIT,"I agree with the following: The left is inflicting multiculturalism on the West, which is causing problems.",2660063145,2016-05-05 15:34:45
Republicans (GOP),AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Republicans for being weak and going along with Obama's actions, indicating a negative stance.",2817322020,2016-08-02 16:55:13
Barack Obama,AGAINST,EXPLICIT,"I agree with the following: The comment refers to Obama as a 'jerk' and tells him to 'stfu and go on vacation,' indicating a strong negative stance.",2817322020,2016-08-02 16:55:13
Donald Trump,FAVOR,EXPLICIT,"I agree with the following: The comment suggests that Trump 'must really scare these guys,' implying that Trump is strong or effective, indicating a positive stance.",2817322020,2016-08-02 16:55:13
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Slashing immigration is necessary and should be supported by 100% of people.,2904894911,2016-09-19 15:41:33
Crime,AGAINST,IMPLICIT,"I agree with the following: The comment implies disapproval of bullying or theft, as indicated by the mention of taking lunch money.",2629163157,2016-04-18 02:00:05
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Jeb Bush's stance on immigration is being criticized.,2861808472,2016-08-27 03:16:58
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Jeb Bush's characterization of immigration as an 'act of love' is being mocked.,2861808472,2016-08-27 03:16:58
Crime,AGAINST,EXPLICIT,I agree with the following: The stabbing incident is being highlighted as a negative event.,2861808472,2016-08-27 03:16:58
Politicians,AGAINST,EXPLICIT,I agree with the following: Jeb Bush's actions are being criticized.,2861808472,2016-08-27 03:16:58
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: The GOP is acting cowardly.,2941360406,2016-10-09 15:49:14
Climate change is (real | a problem),AGAINST,IMPLICIT,"I agree with the following: The comment sarcastically implies that the effects of climate change are exaggerated, suggesting skepticism about its impact.",2807417589,2016-07-28 01:42:41
Hillary Clinton,AGAINST,IMPLICIT,"I agree with the following: The comment criticizes a movie supporting Hillary Clinton, indicating disagreement with her stance or the movie's message.",2807417589,2016-07-28 01:42:41
Climate change is (real | a problem),AGAINST,EXPLICIT,I agree with the following: Renewable energy policies have negative consequences such as raising rates and driving out businesses.,2929021527,2016-10-02 03:11:05
Donald Trump,AGAINST,IMPLICIT,"I agree with the following: The comment implies a negative view towards Donald Trump or his family by referring to them as 'two big roaches,' suggesting they are unwanted or harmful.",2876073197,2016-09-04 17:33:27
Movies,AGAINST,EXPLICIT,I agree with the following: Hulu's movie selection is not good.,3009554956,2016-11-19 05:54:57
Media,AGAINST,IMPLICIT,"I agree with the following: Hulu's content, including TV shows and movies, is not satisfactory.",3009554956,2016-11-19 05:54:57
Journalists,AGAINST,EXPLICIT,I agree with the following: It is despicable for a sports/news/entertainment organization to advocate this.,2995647956,2016-11-10 19:47:25
Sport,AGAINST,EXPLICIT,I agree with the following: It is despicable for a sports organization to be advocating this.,2995647956,2016-11-10 19:47:25
Media,AGAINST,EXPLICIT,I agree with the following: It is despicable for a media organization to be advocating this.,2995647956,2016-11-10 19:47:25
Barack Obama,AGAINST,EXPLICIT,I agree with the following: I wouldn't want to see Obama in person unless it was in those orange overalls.,2995647956,2016-11-10 19:47:25
Liberals,AGAINST,EXPLICIT,I agree with the following: ESPN is hemorrhaging money because we are disconnecting from cable to get away from you liberal America haters.,2995647956,2016-11-10 19:47:25
The government,AGAINST,EXPLICIT,I agree with the following: Congress has failed to act on internet control and is unlikely to do so now.,2892755567,2016-09-13 22:22:03
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The cartels aren't moving that stuff to sell in Bangladesh but right here in the USA. The responsible thing to do is simply,,,,SECURE THE DAMN BORDER!!!!",2664837528,2016-05-08 14:51:15
Drugs,AGAINST,EXPLICIT,"I agree with the following: The cartels aren't moving that stuff to sell in Bangladesh but right here in the USA. The responsible thing to do is simply,,,,SECURE THE DAMN BORDER!!!!",2664837528,2016-05-08 14:51:15
Crime,AGAINST,EXPLICIT,"I agree with the following: The cartels aren't moving that stuff to sell in Bangladesh but right here in the USA. The responsible thing to do is simply,,,,SECURE THE DAMN BORDER!!!!",2664837528,2016-05-08 14:51:15
America / USA,FAVOR,EXPLICIT,"I agree with the following: The cartels aren't moving that stuff to sell in Bangladesh but right here in the USA. The responsible thing to do is simply,,,,SECURE THE DAMN BORDER!!!!",2664837528,2016-05-08 14:51:15
The government,FAVOR,EXPLICIT,"I agree with the following: The responsible thing to do is simply,,,,SECURE THE DAMN BORDER!!!!",2664837528,2016-05-08 14:51:15
Hillary Clinton,AGAINST,EXPLICIT,I agree with the following: Hillary Clinton sounds like a sore loser.,2950798157,2016-10-14 19:53:27
America / USA,AGAINST,EXPLICIT,"I agree with the following: The future of America, as exemplified by California, is concerning if current trends continue.",2968379022,2016-10-25 17:53:02
Conservatives,FAVOR,IMPLICIT,I agree with the following: Conservatives are correct in their concerns about the direction of the country.,2968379022,2016-10-25 17:53:02
Elites,AGAINST,EXPLICIT,I agree with the following: Elites have gone around the bend and are out of touch with an America-first mindset.,2991231845,2016-11-08 16:58:55
America / USA,FAVOR,IMPLICIT,I agree with the following: An America-first mindset is valid and not alien.,2991231845,2016-11-08 16:58:55
Social welfare,AGAINST,EXPLICIT,I agree with the following: The comment criticizes welfare bums and implies opposition to social welfare.,2838961126,2016-08-15 18:27:58
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The comment criticizes open borders and demographic changes due to immigration.,2838961126,2016-08-15 18:27:58
Police,FAVOR,IMPLICIT,"I agree with the following: The comment supports law and order, implying support for police.",2838961126,2016-08-15 18:27:58
Diversity,AGAINST,IMPLICIT,I agree with the following: The comment implies opposition to diversity through demographic changes.,2838961126,2016-08-15 18:27:58
Crime,AGAINST,IMPLICIT,"I agree with the following: The comment supports law and order, implying opposition to crime.",2838961126,2016-08-15 18:27:58
America / USA,FAVOR,EXPLICIT,I agree with the following: The comment supports putting America and Americans first.,2838961126,2016-08-15 18:27:58
